iter	Logloss
391	0.2504257664
392	0.2504222366
393	0.2504218575
394	0.2504178433
395	0.2504116867
396	0.2504068634
397	0.2504052389
398	0.2504052154
399	0.250396869
400	0.2503927944
401	0.2503861818
402	0.2503858426
403	0.2503822271
404	0.2503819113
405	0.2503786462
406	0.250375289
407	0.2503737817
408	0.2503707901
409	0.2503692827
410	0.2503657948
411	0.2503627781
412	0.2503564616
413	0.2503539228
414	0.2503537749
415	0.2503462525
416	0.2503424259
417	0.2503398306
418	0.2503384631
419	0.2503369624
420	0.2503332469
421	0.2503275093
422	0.2503232413
423	0.2503226757
424	0.2503223608
425	0.2503221094
426	0.250319274
427	0.2503154368
428	0.2503129108
429	0.2503086828
430	0.2503057155
431	0.2503005719
432	0.2502965265
433	0.2502940531
434	0.250292219
435	0.2502890048
436	0.2502886843
437	0.2502845808
438	0.2502802244
439	0.2502771164
440	0.25027502
441	0.2502710525
442	0.2502707599
443	0.2502679412
444	0.2502647511
445	0.2502641721
446	0.2502621386
447	0.250256691
448	0.2502552402
449	0.2502523441
450	0.2502501701
451	0.2502485982
452	0.250246691
453	0.2502454859
454	0.2502440137
455	0.2502423847
456	0.2502409654
457	0.2502365427
458	0.2502325165
459	0.2502304698
460	0.2502266705
461	0.2502250074
462	0.2502247489
463	0.2502200621
464	0.2502167461
465	0.2502134814
466	0.2502100795
467	0.2502065527
468	0.2502049202
469	0.2502014841
470	0.2501967043
471	0.2501911953
472	0.250186935
473	0.2501832815
474	0.2501794947
475	0.2501752569
476	0.2501724557
477	0.2501661395
478	0.2501621121
479	0.2501607766
480	0.2501565285
481	0.2501544339
482	0.250152673
483	0.250149735
484	0.2501462624
485	0.2501421637
486	0.250138828
487	0.2501348834
488	0.2501320593
489	0.250130716
490	0.2501245752
491	0.2501241508
492	0.2501234981
493	0.2501190562
494	0.250116207
495	0.2501105136
496	0.2501055873
497	0.2501027295
498	0.2501015875
499	0.2500988908
500	0.2500973947
501	0.2500919162
502	0.2500914013
503	0.2500879419
504	0.2500846892
505	0.2500799696
506	0.2500769207
507	0.2500750767
508	0.2500698733
509	0.2500658363
510	0.2500638845
511	0.2500597386
512	0.2500561911
513	0.2500534337
514	0.2500484228
515	0.2500469688
516	0.2500456021
517	0.2500428523
518	0.2500398195
519	0.2500382926
520	0.2500355946
521	0.2500339567
522	0.2500333321
523	0.2500318251
524	0.2500299276
525	0.250027792
526	0.250026387
527	0.2500208466
528	0.2500181619
529	0.2500156247
530	0.2500134748
531	0.250012367
532	0.2500112389
533	0.2500066254
534	0.2500061248
535	0.2500033715
536	0.2500019173
537	0.2500016099
538	0.2499993642
539	0.2499982828
540	0.2499963264
541	0.2499951934
542	0.249989619
543	0.2499842611
544	0.2499776952
545	0.2499773471
546	0.2499749006
547	0.2499720222
548	0.2499692706
549	0.2499662742
550	0.2499624395
551	0.2499576678
552	0.2499558727
553	0.2499533331
554	0.2499488187
555	0.2499460464
556	0.2499431637
557	0.2499426224
558	0.2499365845
559	0.2499362015
560	0.2499358883
561	0.2499341785
562	0.2499277662
563	0.2499231615
564	0.2499207693
565	0.2499158173
566	0.249914644
567	0.2499114097
568	0.2499111733
569	0.2499087039
570	0.2499054037
571	0.2499045195
572	0.2499043543
573	0.2499013272
574	0.2499008126
575	0.2499006051
576	0.249899486
577	0.2498935986
578	0.2498908782
579	0.2498881295
580	0.2498875247
581	0.2498867899
582	0.2498848609
583	0.2498829662
584	0.2498810228
585	0.2498746146
586	0.2498738605
587	0.2498730584
588	0.2498721084
589	0.24986999
590	0.2498690356
591	0.249865806
592	0.2498640625
593	0.249861844
594	0.2498602658
595	0.249858243
596	0.2498551202
597	0.249853472
598	0.2498531732
599	0.2498526867
600	0.2498522287
601	0.2498465822
602	0.2498465126
603	0.2498454497
604	0.2498451495
605	0.2498439051
606	0.2498426409
607	0.2498398636
608	0.249836546
609	0.2498351378
610	0.2498328735
611	0.2498317534
612	0.2498294054
613	0.2498272512
614	0.2498253187
615	0.2498218904
616	0.24981934
617	0.2498159222
618	0.2498129403
619	0.2498081816
620	0.2498051244
621	0.2498037699
622	0.2498032267
623	0.2497995842
624	0.2497975635
625	0.2497957426
626	0.2497926409
627	0.2497916087
628	0.2497873058
629	0.2497841765
630	0.2497836193
631	0.2497802014
632	0.2497800595
633	0.2497740815
634	0.2497697301
635	0.2497681549
636	0.2497661749
637	0.2497650614
638	0.2497626937
639	0.2497596096
640	0.249758894
641	0.2497574227
642	0.2497532587
643	0.2497499971
644	0.2497490083
645	0.2497455865
646	0.2497433162
647	0.2497426353
648	0.2497414849
649	0.2497387896
650	0.2497336722
651	0.2497333752
652	0.2497318196
653	0.2497294763
654	0.2497285345
655	0.2497267585
656	0.2497244903
657	0.2497194734
658	0.2497175194
659	0.2497144095
660	0.249708814
661	0.24970677
662	0.2497034552
663	0.2497031238
664	0.2497004474
665	0.2496975105
666	0.2496936198
667	0.2496911114
668	0.2496910087
669	0.2496898214
670	0.2496878735
671	0.2496838352
672	0.2496805704
673	0.2496780067
674	0.2496733685
675	0.2496710335
676	0.2496675575
677	0.2496648283
678	0.2496621227
679	0.2496598773
680	0.2496557872
681	0.2496539915
682	0.2496531677
683	0.2496525412
684	0.2496518836
685	0.2496512838
686	0.2496475353
687	0.2496429735
688	0.2496402061
689	0.2496363526
690	0.2496323455
691	0.2496299213
692	0.2496283683
693	0.249626357
694	0.2496257062
695	0.2496227078
696	0.2496193639
697	0.2496180181
698	0.2496148314
699	0.2496114161
700	0.2496102125
701	0.2496078782
702	0.2496073782
703	0.249606475
704	0.249605516
705	0.2496041592
706	0.2496002295
707	0.2495962956
708	0.2495923471
709	0.2495879832
710	0.2495873909
711	0.2495843491
712	0.2495815127
713	0.2495801169
714	0.2495788087
715	0.2495783904
716	0.2495741518
717	0.2495716243
718	0.2495701073
719	0.24956683
720	0.2495634096
721	0.2495601252
722	0.2495578945
723	0.2495546019
724	0.2495525443
725	0.2495509651
726	0.2495471177
727	0.2495443398
728	0.2495410801
729	0.249540923
730	0.2495367571
731	0.2495344783
732	0.2495326754
733	0.2495290037
734	0.2495286191
735	0.2495262626
736	0.2495257532
737	0.2495251598
738	0.2495245207
739	0.2495211006
740	0.2495175692
741	0.249516573
742	0.2495132509
743	0.2495120224
744	0.2495097509
745	0.249508174
746	0.2495071531
747	0.2495040688
748	0.2495035225
749	0.2495013639
750	0.2494994501
751	0.2494955125
752	0.2494918715
753	0.2494887203
754	0.249486899
755	0.24948553
756	0.2494831952
757	0.2494812386
758	0.2494796239
759	0.2494785425
760	0.2494738928
761	0.2494728175
762	0.2494666258
763	0.2494664218
764	0.2494621333
765	0.2494592337
766	0.2494570041
767	0.2494566713
768	0.2494538922
769	0.2494510061
770	0.2494481213
771	0.2494451288
772	0.2494446715
773	0.2494420541
774	0.2494393521
775	0.2494376164
776	0.2494350417
777	0.2494340248
778	0.2494332674
779	0.249432238
780	0.2494307703
781	0.2494277815
782	0.2494263092
783	0.2494244282
784	0.2494206949
785	0.2494191535
786	0.2494166476
787	0.2494122053
788	0.2494117041
789	0.2494086495
790	0.2494059067
791	0.2494039773
792	0.2494033019
793	0.249399657
794	0.2493982168
795	0.2493970742
796	0.2493949358
797	0.2493923345
798	0.2493908134
799	0.2493899723
800	0.2493859045
801	0.2493855368
802	0.2493832463
803	0.249379825
804	0.2493779773
805	0.2493775472
806	0.2493765722
807	0.2493760217
808	0.2493755326
809	0.2493740407
810	0.2493721284
811	0.2493696843
812	0.2493689182
813	0.2493669742
814	0.2493647869
815	0.2493581248
816	0.2493557009
817	0.2493526017
818	0.2493519361
819	0.2493478961
820	0.2493462268
821	0.249344998
822	0.2493436954
823	0.2493432827
824	0.2493398627
825	0.2493385001
826	0.2493350293
827	0.2493333842
828	0.2493310593
829	0.2493305465
830	0.2493294171
831	0.2493234633
832	0.2493209574
833	0.2493184004
834	0.2493146471
835	0.2493123568
836	0.2493118335
837	0.2493111856
838	0.2493079981
839	0.249307531
840	0.2493057043
841	0.2493032428
842	0.2493008098
843	0.2492997015
844	0.2492946019
845	0.2492942799
846	0.2492928268
847	0.2492895423
848	0.2492871371
849	0.2492849014
850	0.2492820514
851	0.2492807712
852	0.2492787968
853	0.2492752614
854	0.2492717265
855	0.2492694256
856	0.2492648625
857	0.2492638591
858	0.2492593945
859	0.2492556918
860	0.2492508076
861	0.2492477423
862	0.2492440981
863	0.2492421679
864	0.2492402763
865	0.2492394685
866	0.2492376767
867	0.2492370363
868	0.2492335663
869	0.2492321305
870	0.2492293866
871	0.2492285326
872	0.2492245006
873	0.2492220653
874	0.2492192298
875	0.2492166044
876	0.2492133741
877	0.249211698
878	0.2492097197
879	0.2492067419
880	0.2492036595
881	0.2492015728
882	0.2492007016
883	0.2491987477
884	0.2491960121
885	0.2491914815
886	0.2491910843
887	0.2491906416
888	0.2491892232
889	0.2491883307
890	0.249187509
891	0.249186032
892	0.249183209
893	0.2491820004
894	0.2491765481
895	0.2491733797
896	0.249171195
897	0.2491703384
898	0.2491696239
899	0.2491664651
900	0.2491629865
901	0.2491619438
902	0.2491614714
903	0.2491592134
904	0.2491574271
905	0.2491567695
906	0.2491554357
907	0.2491539972
908	0.2491527749
909	0.24915135
910	0.2491487378
911	0.2491471828
912	0.2491455777
913	0.2491420408
914	0.2491415853
915	0.2491400544
916	0.2491392419
917	0.2491351617
918	0.2491339525
919	0.2491333536
920	0.2491331578
921	0.2491287364
922	0.2491254457
923	0.2491246959
924	0.2491226397
925	0.2491204347
926	0.2491187405
927	0.2491149445
928	0.2491116939
929	0.2491093587
930	0.2491056116
931	0.2491030577
932	0.2490990929
933	0.2490961561
934	0.2490938123
935	0.2490918774
936	0.2490896798
937	0.2490861816
938	0.2490851012
939	0.2490842885
940	0.249082138
941	0.2490806238
942	0.2490794225
943	0.2490788307
944	0.2490766551
945	0.2490747411
946	0.2490725283
947	0.2490719707
948	0.2490684907
949	0.2490661674
950	0.2490626724
951	0.2490596544
952	0.2490596136
953	0.2490584821
954	0.2490580441
955	0.2490562599
956	0.2490556262
957	0.2490554998
958	0.2490539943
959	0.2490506867
960	0.2490468456
961	0.2490449132
962	0.2490425541
963	0.249040012
964	0.2490384159
965	0.2490369964
966	0.2490365973
967	0.2490361476
968	0.2490352333
969	0.2490338055
970	0.2490307584
971	0.2490288427
972	0.249026136
973	0.2490254571
974	0.2490227467
975	0.249020789
976	0.249019754
977	0.2490182217
978	0.2490176778
979	0.2490162628
980	0.2490138663
981	0.2490122131
982	0.2490117203
983	0.2490100015
984	0.2490061164
985	0.2490031179
986	0.2490023025
987	0.2490017215
988	0.248999917
989	0.2489990849
990	0.2489981372
991	0.2489971882
992	0.2489967002
993	0.248996168
994	0.2489953614
995	0.2489921897
996	0.2489898121
997	0.2489890634
998	0.2489865905
999	0.248986227
